index,word,solution_count
5512,далекость,103
5513,даль,1
5514,дальнейшее,15
5515,дальнобойка,70
5516,дальнобойность,94
5517,дальновидность,140
5518,дальнозоркость,223
5519,дальномер,72
5520,дальность,33
5521,дальтонизм,76
5522,дальтоник,80
5523,дама,1
5524,дамба,3
5525,дамка,3
5526,данаец,3
5527,данайка,2
5528,данность,25
5529,дансинг,6
5530,дантист,11
5531,дань,1
5532,дар,2
5533,дарвинизм,22
5534,дарвинист,45
5535,дарвинистка,163
5536,даргинец,33
5537,даргинка,48
5538,дарение,17
5539,даритель,30
5540,дарительница,113
5541,даровитость,80
5542,дароносица,46
5543,дарохранительница,261
5544,дарственная,95
5545,дарящий,8
5546,дата,2
5547,датирование,135
5548,датировка,83
5549,датчанин,12
5550,датчанка,15
5551,датчик,5
5552,даур,4
5553,даурка,16
5554,дафния,4
5555,дачевладелец,13
5556,дачевладелица,19
5557,дачник,9
5558,дачница,7
5559,двадцатилетие,35
5560,двенадцатилетие,94
5561,дверь,4
5562,двигателестроение,629
5563,двигателист,61
5564,двигатель,32
5565,движение,1
5566,движимое,9
5567,движимость,28
5568,движитель,11
5569,движок,5
5570,двоеборец,19
5571,двоеборье,22
5572,двоебрачие,46
5573,двоеверец,11
5574,двоеверие,11
5575,двоеверка,48
5576,двоевластие,84
5577,двоедушие,8
5578,двоеженец,9
5579,двоеженство,43
5580,двоемужие,10
5581,двоемужница,65
5582,двоение,10
5583,двоетес,15
5584,двоеточие,6
5585,двоецарствие,128
5586,двоешка,19
5587,двоильщик,12
5588,двойка,9
5589,двойня,4
5590,двойняшка,31
5591,двойственность,71
5592,двойчатка,30
5593,дворец,6
5594,дворецкий,32
5595,дворницкая,86
5596,дворня,9
5597,дворянин,16
5598,дворянка,44
5599,дворянство,39
5600,двояшка,12
5601,двуединство,62
5602,двузубец,6
5603,двуколка,30
5604,двуличие,3
5605,двуличность,72
5606,двуокись,21
5607,двуперстие,63
5608,двупланность,136
5609,двуплановость,161
5610,двуполье,19
5611,двурушник,12
5612,двурушница,31
5613,двурушничество,135
5614,двусемянка,51
5615,двусмысленность,158
5616,двусоставность,65
5617,двустишие,21
5618,двусторонность,69
5619,двуустка,17
5620,двуутробка,97
5621,двухголосие,64
5622,двухлетие,11
5623,двухолмие,32
5624,двухсотлетие,90
5625,двучлен,5
5626,двуязычие,8
5627,деавтоматизация,98
5628,деаэратор,17
5629,деаэрация,14
5630,дебаркадер,38
5631,дебаркация,58
5632,дебатирование,237
5633,дебелость,40
5634,дебет,0
5635,дебетование,64
5636,дебил,3
5637,дебильность,99
5638,дебит,1
5639,дебитор,16
5640,деблокада,37
5641,деблокирование,374
5642,дебош,1
5643,дебютант,10
5644,дебютантка,35
5645,девальвация,18
5646,деверь,6
5647,девиация,5
5648,девиз,2
5649,девиза,11
5650,девичество,27
5651,девичник,4
5652,девон,3
5653,девочка,18
5654,девственник,31
5655,девственница,70
5656,девственность,54
5657,девушка,12
5658,девяностолетие,160
5659,девясил,13
5660,девятерик,22
5661,девятиклассник,253
5662,девятиклассница,380
5663,девятилетие,12
5664,девятисотлетие,75
5665,девятка,11
5666,девятнадцатилетие,123
5667,дегазация,10
5668,дегенерат,30
5669,дегенеративность,509
5670,дегенерация,53
5671,дегероизация,54
5672,деготь,3
5673,деградация,26
5674,дегрессия,12
5675,дегтекурение,52
5676,дегтярник,30
5677,дегтярня,9
5678,дегуманизация,91
5679,дегустатор,91
5680,дегустация,31
5681,дед,0
5682,дедвейт,1
5683,дедерон,7
5684,дедина,6
5685,дедраматизация,87
5686,дедукция,5
5687,дедушка,9
5688,деепричастие,70
5689,дееспособность,59
5690,дежа,3
5691,дежурство,51
5692,дезавуирование,194
5693,дезактивация,61
5694,дезертир,5
5695,дезертирство,99
5696,дезинсекция,26
5697,дезинтегратор,180
5698,дезинтеграция,138
5699,дезинфекция,17
5700,дезинфицирование,179
5701,дезинформатор,234
5702,дезинформация,176
5703,дезодорант,58
5704,дезодоратор,30
5705,дезодорация,32
5706,дезорганизатор,216
5707,дезорганизация,177
5708,дезорганизованность,678
5709,дезориентация,171
5710,дезориентирование,291
5711,деидеологизация,51
5712,деизм,3
5713,деист,4
5714,деистка,27
5715,деисус,3
5716,действенность,57
5717,действие,11
5718,действительность,173
5719,дейтерий,4
5720,дейтрон,16
5721,дек,0
5722,дека,3
5723,декабрист,104
5724,декабристка,162
5725,декабрь,21
5726,декаграмм,47
5727,декада,5
5728,декадент,10
5729,декадентка,22
5730,декадентство,125
5731,декалитр,51
5732,декалькирование,395
5733,декалькомания,201
5734,декаметр,32
5735,декан,5
5736,деканат,15
5737,декатонна,41
5738,декаэдр,14
5739,деквалификация,68
5740,декламатор,146
5741,декламаторство,516
5742,декламация,43
5743,декламирование,416
5744,декларативность,1072
5745,декларация,67
5746,декларирование,292
5747,деклассирование,545
5748,деклинатор,212
5749,деклинация,47
5750,декодирование,153
5751,деколонизация,139
5752,деколь,9
5753,декомпенсация,208
5754,декомпрессия,107
5755,декор,9
5756,декоративность,603
5757,декоратор,56
5758,декораторская,191
5759,декорация,43
5760,декорирование,150
5761,декорировка,69
5762,декрет,5
5763,декстрин,41
5764,делание,12
5765,делегат,8
5766,делегация,13
5767,делегирование,173
5768,деление,3
5769,делец,2
5770,деликатес,56
5771,деликатность,318
5772,делимое,10
5773,делимость,69
5774,делитель,5
5775,дело,2
5776,деловитость,90
5777,делопроизводитель,215
5778,делопроизводство,265
5779,дельтаплан,42
5780,дельтапланеризм,352
5781,дельтапланерист,382
5782,дельфинарий,64
5783,дельфинариум,108
5784,дельфиненок,52
5785,дельфиниум,22
5786,делювий,3
5787,делянка,19
5788,делячество,42
5789,демагог,13
5790,демагогичность,189
5791,демагогия,21
5792,демаркация,63
5793,демарш,11
5794,демаскирование,430
5795,демаскировка,216
5796,демикотон,34
5797,демилитаризация,141
5798,демиург,7
5799,демобилизация,66
5800,демограф,39
5801,демография,70
5802,демократизация,267
5803,демократичность,688
5804,демонизм,14
5805,демонология,47
5806,демонополизация,178
5807,демонстрант,156
5808,демонстратор,176
5809,демонстрация,289
5810,демонстрирование,506
5811,демонтаж,40
5812,деморализация,125
5813,демос,4
5814,демпинг,5
5815,демпфер,3
5816,демпфирование,165
5817,денатурализация,247
5818,денатурат,51
5819,денатурация,101
5820,денатурирование,251
5821,денационализация,89
5822,дендрарий,21
5823,дендролог,28
5824,дендрология,64
5825,дендропарк,78
5826,дензнак,11
5827,денник,1
5828,деноминация,42
5829,денонсация,35
5830,денонсирование,150
5831,дентин,1
5832,денудация,10
5833,денщик,2
5834,день,0
5835,деонтология,58
5836,депеша,2
5837,депозит,7
5838,депозитарий,80
5839,депозитор,35
5840,деполитизация,97
5841,депонирование,116
5842,депорт,7
5843,депортация,67
5844,депутат,8
5845,депутация,15
5846,дератизация,39
5847,дербенник,16
5848,дербист,18
5849,дерево,7
5850,деревообделочник,214
5851,деревообделочница,274
5852,деревообработка,195
5853,деревянность,114
5854,дереза,8
5855,дерезняк,16
5856,дерен,2
5857,дереняк,12
5858,держава,21
5859,державность,177
5860,держак,15
5861,держание,26
5862,держательница,160
5863,держидерево,15
5864,дерзание,32
5865,дерзновение,52
5866,дерзновенность,149
5867,дерзостность,75
5868,дерзость,25
5869,дериват,17
5870,дерма,8
5871,дерматин,48
5872,дерматит,21
5873,дерматоглифика,378
5874,дерматоз,44
5875,дерматолог,84
5876,дерматология,162
5877,дерматомикоз,168
5878,дерматомицет,68
5879,дермографизм,104
5880,дерн,1
5881,дернение,4
5882,дернище,5
5883,дернование,74
5884,дерновище,31
5885,дерновщик,51
5886,дернорез,9
5887,деррик,4
5888,дерть,2
5889,дерюга,9
5890,десант,14
5891,десантирование,368
5892,десантник,62
5893,десегрегация,34
5894,десерт,4
5895,десикант,55
5896,десикация,16
5897,десна,4
5898,деспот,9
5899,деспотизм,44
5900,деспотичность,94
5901,деспотия,20
5902,дестабилизация,94
5903,десятерик,37
5904,десятиборец,72
5905,десятиборье,76
5906,десятиклассник,179
5907,десятиклассница,261
5908,десятилетие,21
5909,десятина,34
5910,десятиугольник,311
5911,десятка,19
5912,десяток,22
5913,десятский,22
5914,детализация,35
5915,детализирование,393
5916,деталь,7
5917,детальность,90
5918,детва,3
5919,детвора,30
5920,детдом,9
5921,детектирование,304
5922,детектор,23
5923,детеныш,2
5924,детерминант,72
5925,детерминатив,111
5926,детерминизм,30
5927,детерминированность,723
5928,детерминист,54
5929,детинец,3
5930,детище,0
5931,детонатор,36
5932,детонация,29
5933,деторождение,36
5934,детоубийство,72
5935,детрит,2
5936,детская,19
5937,детскость,29
5938,детство,18
5939,дефект,1
5940,дефективность,152
5941,дефектность,51
5942,дефектовка,29
5943,дефектовщик,22
5944,дефектолог,37
5945,дефектология,71
5946,дефектоскоп,49
5947,дефектоскопист,104
5948,дефектоскопия,93
5949,дефибриллятор,96
5950,дефибрилляция,26
5951,дефилирование,137
5952,дефинитив,7
5953,дефиниция,4
5954,дефис,2
5955,дефицит,1
5956,дефицитность,67
5957,дефолиант,77
5958,дефолиация,26
5959,деформация,48
5960,деформирование,132
5961,дехканин,15
5962,дехканка,9
5963,дехканство,114
5964,децентрализация,209
5965,децибел,8
5966,дециграмм,25
5967,децилитр,9
5968,дециметр,7
5969,дешифратор,48
5970,дешифрирование,106
5971,дешифровка,76
5972,дешифровщик,40
5973,деэскалация,44
5974,деятель,8
5975,деятельность,68
5976,джаз,3
5977,джейран,16
5978,джем,1
5979,джемпер,4
5980,джентльмен,12
5981,джентльменство,122
5982,джига,3
5983,джигит,1
5984,джигитовка,46
5985,джидда,2
5986,джиддовник,17
5987,джин,0
5988,джинн,1
5989,джип,0
5990,джихад,3
5991,джок,2
5992,джокер,14
5993,джонатан,16
5994,джонка,14
5995,джоуль,6
5996,джугара,20
5997,джунта,9
5998,джут,0
5999,дзекание,23
6000,дзета,5
6001,дзот,1
6002,дзюдоист,9
6003,диабаз,6
6004,диабет,6
6005,диагноз,24
6006,диагност,44
6007,диагностика,120
6008,диагностирование,474
6009,диаграмма,20
6010,диадема,5
6011,диалект,21
6012,диалектизм,56
6013,диалектик,26
6014,диалектика,33
6015,диалектолог,84
6016,диалектология,111
6017,диалог,13
6018,диамант,12
6019,диаметр,16
6020,диана,3
6021,диапазон,24
6022,диапозитив,26
6023,диапроектор,154
6024,диаскоп,28
6025,диатез,9
6026,диатермия,29
6027,диафильм,12
6028,диафон,9
6029,диафрагма,26
6030,диафрагмирование,246
6031,диахрония,36
6032,дивергенция,29
6033,диверсант,99
6034,диверсантка,293
6035,диверсификация,104
6036,диверсия,18
6037,дивертисмент,78
6038,дивиденд,1
6039,дивизион,12
6040,дивизия,2
6041,дигиталис,15
6042,дидактизм,9
6043,дидактика,8
6044,дидактичность,120
6045,диез,0
6046,диета,2
6047,диетолог,23
6048,диетология,36
6049,диетотерапия,67
6050,дизайн,6
6051,дизайнер,30
6052,дизелестроение,147
6053,дизелист,16
6054,дизель,4
6055,дизентерия,24
6056,дикарка,16
6057,дикарство,112
6058,дикобраз,37
6059,дикорос,16
6060,дикость,23
6061,диктант,13
6062,диктат,5
6063,диктатор,43
6064,диктаторство,164
6065,диктатура,47
6066,диктовка,26
6067,диктор,16
6068,диктофон,21
6069,дикция,2
6070,дилемма,10
6071,дилетант,26
6072,дилетантизм,72
6073,дилетантка,77
6074,дилетантство,180
6075,дилижанс,11
6076,дилогия,11
6077,димедрол,20
6078,диморфизм,14
6079,дина,2
6080,динамизм,11
6081,динамика,10
6082,динамит,8
6083,динамичность,90
6084,динамометр,106
6085,динамометрия,147
6086,динар,7
6087,динарий,11
6088,династия,14
6089,динозавр,50
6090,диод,1
6091,диоксид,7
6092,диоптр,11
6093,диоптрика,73
6094,диоптрия,20
6095,диорама,15
6096,дипкурьер,17
6097,диплококк,16
6098,диплом,8
6099,дипломант,69
6100,дипломатичность,263
6101,дипломатия,48
6102,дипломник,29
6103,дипломница,42
6104,диптих,1
6105,директива,43
6106,директор,32
6107,директорат,84
6108,директория,42
6109,дирижаблестроение,449
6110,дирижабль,17
6111,дирижер,1
6112,дирижерство,66
6113,дирижирование,81
6114,дисгармоничность,315
6115,дисгармония,120
6116,диск,2
6117,дисквалификация,74
6118,дискобол,30
6119,дискование,99
6120,дискомфорт,92
6121,дисконт,32
6122,дисконтер,113
6123,дисконтирование,562
6124,дискотека,63
6125,дискредитация,117
6126,дискредитирование,557
6127,дискретность,166
6128,дискриминация,71
6129,дискуссионность,95
6130,дискуссия,9
6131,диспансер,53
6132,диспансеризация,171
6133,диспепсия,4
6134,дисперсия,19
6135,дисперсность,124
6136,диспетчер,27
6137,диспетчеризация,147
6138,диспетчерская,212
6139,дисплей,12
6140,диспозиция,4
6141,диспропорциональность,410
6142,диспропорция,22
6143,диспут,6
6144,диссертант,93
6145,диссертантка,274
6146,диссертация,60
6147,диссидент,10
6148,диссидентка,83
6149,диссонанс,22
6150,диссоциация,8
6151,дистанционность,73
6152,дистанция,21
6153,дистиллят,8
6154,дистилляция,8
6155,дистрибуция,30
6156,дистрофия,37
6157,дисфункция,24
6158,дисциплинированность,490
6159,дитя,1
6160,дифирамб,8
6161,дифракция,21
6162,дифтерия,9
6163,дифтонг,20
6164,дифтонгизация,81
6165,диффамация,9
6166,дифферент,16
6167,дифференциал,56
6168,дифференциация,46
6169,дифференцирование,124
6170,дифференцировка,194
6171,диффузия,2
6172,диффузор,7
6173,дихотомия,14
6174,дичь,0
6175,диэлектрик,32
6176,длина,5
6177,длительность,83
6178,дневальный,16
6179,дневальство,125
6180,дневник,4
6181,днище,0
6182,дно,0
6183,добавление,72
6184,добеливание,84
6185,добивание,32
6186,добирание,48
6187,доблесть,36
6188,добор,2
6189,доброволец,31
6190,добровольность,85
6191,добровольчество,139
6192,добродетель,44
6193,добродушие,23
6194,доброжелатель,92
6195,доброжелательница,425
6196,доброжелательность,358
6197,доброжелательство,331
6198,доброкачественность,787
6199,добропорядочность,96
6200,добросердечие,29
6201,добросердечность,124
6202,добросовестность,155
6203,добрососедство,71
6204,доброта,20
6205,добротность,39
6206,добывание,33
6207,добыча,4
6208,доваривание,67
6209,доведение,13
6210,доверенность,110
6211,доверие,9
6212,доверитель,55
6213,доверительница,303
6214,доверительность,307
6215,доверчивость,81
6216,довершение,37
6217,довесок,19
6218,довешивание,40
6219,довивание,25
6220,довинчивание,37
6221,довод,1
6222,доводка,9
6223,довольствие,81
6224,довольство,25
6225,довооружение,48
6226,довыполнение,52
6227,довязывание,56
6228,дог,1
6229,догадка,6
6230,догадливость,100
6231,догладывание,88
6232,доглаживание,107
6233,догма,8
6234,догмат,14
6235,догматизация,54
6236,догматизм,35
6237,догматика,41
6238,догматичность,124
6239,догнивание,40
6240,договор,8
6241,договоренность,128
6242,догорание,59
6243,догревание,105
6244,догрузка,49
6245,додекаэдр,26
6246,доделка,20
6247,доделывание,55
6248,додумывание,50
6249,доезжачий,19
6250,доение,3
6251,дож,0
6252,дожаривание,94
6253,дождевание,44
6254,дождевик,12
6255,дождемер,11
6256,дождливость,42
6257,дождь,1
6258,дожевывание,43
6259,дожим,5
6260,доза,4
6261,дозаправка,65
6262,дозаривание,108
6263,дозатор,15
6264,дозиметр,29
6265,дозиметрист,87
6266,дозиметрия,45
6267,дозирование,99
6268,дозировка,44
6269,дозировщик,20
6270,дознаватель,97
6271,дознание,26
6272,дозор,0
6273,дозревание,112
6274,доигрывание,101
6275,доистория,29
6276,дойна,6
6277,дойность,15
6278,дойра,8
6279,доказательность,316
6280,доказательство,295
6281,доказуемость,138
6282,доказывание,94
6283,докаливание,124
6284,докалка,14
6285,докапывание,85
6286,докармливание,376
6287,докачивание,77
6288,докашивание,74
6289,доквашивание,80
6290,докембрий,46
6291,докер,9
6292,докидывание,55
6293,докисание,55
6294,доклад,10
6295,докладка,16
6296,доклевывание,120
6297,доклеивание,115
6298,доклейка,26
6299,докование,49
6300,доковывание,57
6301,доколачивание,180
6302,доконопачивание,164
6303,докраивание,146
6304,докраска,41
6305,докрашивание,185
6306,докручивание,184
6307,доктор,14
6308,докторант,61
6309,докторантура,147
6310,докторша,36
6311,доктрина,76
6312,доктринер,57
6313,доктринерство,258
6314,документ,30
6315,документализм,325
6316,документалист,454
6317,документалистика,701
6318,документальность,449
6319,документация,160
6320,документирование,587
6321,документированность,1179
6322,докуривание,139
6323,дол,0
6324,доламывание,87
6325,долбежка,40
6326,долбление,23
6327,долг,3
6328,долганин,31
6329,долганка,39
6330,долговая,16
6331,долговечность,132
6332,долговое,12
6333,долговременность,334
6334,долгожитель,39
6335,долгожительница,186
6336,долголетие,25
6337,долгоножка,44
6338,долгоносик,55
6339,долгота,13
6340,долготерпение,162
6341,долгунец,20
6342,долдон,3
6343,долечивание,68
6344,долженствование,301
6345,должник,18
6346,должница,22
6347,должное,8
6348,должность,28
6349,доливание,45
6350,доливка,31
6351,долизывание,82
6352,долина,13
6353,долихоцефал,25
6354,долихоцефалия,38
6355,доллар,10
6356,доломан,14
6357,доломит,13
6358,долонь,4
6359,долото,3
6360,долька,11
6361,дольмен,15
6362,дольник,16
6363,дом,1
6364,домазывание,82
6365,домалывание,87
6366,доматывание,82
6367,домачивание,51
6368,домащивание,42
6369,домбрист,40
6370,домбристка,169
6371,домен,4
6372,доменщик,19
6373,домеривание,102
6374,доместик,46
6375,доместикация,132
6376,доминанта,43
6377,доминантность,86
6378,доминиканка,60
6379,доминион,5
6380,доминирование,104
6381,домкрат,42
6382,домна,9
6383,домностроение,132
6384,домностроитель,257
6385,домовитость,24
6386,домовладелец,26
6387,домовладелица,43
6388,домовладение,88
6389,домоводство,17
6390,домовой,5
6391,домогание,40
6392,домогательство,194
6393,домолачивание,111
6394,домосед,7
6395,домоседка,32
6396,домостроение,121
6397,домостроитель,169
6398,домостроительство,282
6399,домострой,27
6400,домоуправление,345
6401,домоустройство,69
6402,домохозяин,13
6403,домохозяйка,27
6404,домохозяйство,39
6405,домра,10
6406,домработница,160
6407,домрист,31
6408,домристка,125
6409,домывание,39
6410,домысел,20
6411,домысливание,139
6412,донашивание,38
6413,донг,4
6414,донжон,3
6415,донжуан,10
6416,донжуанизм,50
6417,донжуанство,57
6418,донизывание,56
6419,донкихот,19
6420,донкихотство,79
6421,донна,5
6422,донник,7
6423,донор,2
6424,донорство,29
6425,донос,3
6426,доносительство,179
6427,доносчик,17
6428,доносчица,21
6429,донья,2
6430,дооборудование,123
6431,дообследование,172
6432,доопыление,23
6433,допайка,7
6434,допаливание,98
6435,допалывание,99
6436,допаривание,100
6437,допарывание,103
6438,допахивание,56
6439,допашка,9
6440,допекание,50
6441,допечатка,46
6442,допечатывание,121
6443,допивание,30
6444,допиливание,75
6445,допинг,9
6446,дописывание,80
6447,доплата,22
6448,доплачивание,123
6449,доплескивание,382
6450,доплетание,94
6451,доплывание,76
6452,доплясывание,173
6453,дополаскивание,467
6454,дополнение,23
6455,дополучение,42
6456,допрашивание,129
6457,допревание,94
6458,допризывник,44
6459,допрос,5
6460,допросчик,39
6461,допуск,11
6462,допускаемость,218
6463,допускание,125
6464,допустимость,54
6465,допущение,12
6466,допытывание,57
6467,дорабатывание,201
6468,доработка,76
6469,доразвитие,69
6470,дорастание,155
6471,доращивание,66
6472,дорезка,32
6473,дорезывание,122
6474,дорисовка,62
6475,дорисовывание,120
6476,дормез,6
6477,дорога,10
6478,дородность,22
6479,дорубание,66
6480,дорубка,33
6481,дорубливание,186
6482,досада,6
6483,досадливость,78
6484,досаживание,73
6485,досаливание,102
6486,досасывание,62
6487,досверливание,207
6488,досвистывание,125
6489,досев,5
6490,досевание,55
6491,досеивание,58
6492,доска,8
6493,доскабливание,325
6494,доскональность,128
6495,доследование,125
6496,дословность,42
6497,дослуживание,132
6498,дослушивание,129
6499,досмотр,21
6500,досол,2
6501,доспевание,87
6502,доставание,100
6503,доставка,38
6504,доставление,186
6505,доставщик,51
6506,доставщица,26
6507,достаток,26
6508,достаточность,40
6509,достижение,35
6510,достижимость,27
6511,достоверность,108
6512,достоинство,32
6513,достопримечательность,1278
6514,достояние,35
6515,достраивание,266
6516,достройка,78
6517,доступ,11
6518,доступность,37
6519,досуг,4
6520,досушивание,69
6521,досушка,22
6522,досыл,1
6523,досылание,47
6524,досылка,22
6525,досыпание,38
6526,досыпка,17
6527,досягаемость,70
6528,дот,0
6529,дотаивание,45
6530,дотация,6
6531,дотачивание,58
6532,дотравливание,226
6533,доукомплектование,714
6534,дофин,3
6535,доха,2
6536,доход,0
6537,доходность,14
6538,доходчивость,28
6539,доцветание,48
6540,доцеживание,53
6541,доцент,5
6542,доцентура,64
6543,дочеканивание,105
6544,дочерчивание,80
6545,дочинивание,33
6546,дочитывание,50
6547,дочь,0
6548,дошкольник,32
6549,дошкольница,72
6550,дощаник,16
6551,дояр,2
6552,доярка,18
6553,драбант,26
6554,драга,5
6555,драгер,7
6556,драгирование,117
6557,драгоценность,185
6558,драгун,17
6559,драдедам,13
6560,дражирование,99
6561,дражировщик,38
6562,дражник,18
6563,драка,10
6564,дракон,25
6565,драматизация,48
6566,драматичность,220
6567,драматург,38
6568,драматургия,70
6569,драмкружок,54
6570,драница,12
6571,дранка,18
6572,драпирование,112
6573,драпировка,63
6574,драпировщик,51
6575,драпировщица,33
6576,дратва,11
6577,драхма,6
6578,драцена,16
6579,драчливость,114
6580,дребезжание,58
6581,древесина,61
6582,древесница,78
6583,древко,21
6584,древность,69
6585,древонасаждение,231
6586,древостой,51
6587,дредноут,23
6588,дрезина,23
6589,дрейф,2
6590,дрек,3
6591,дреколье,25
6592,дрель,4
6593,дрема,8
6594,дремливость,155
6595,дремота,27
6596,дремотность,86
6597,дремучесть,32
6598,дрена,8
6599,дренаж,13
6600,дренирование,76
6601,дресва,19
6602,дресвяник,42
6603,дрессирование,138
6604,дрессировка,121
6605,дрессировщик,64
6606,дрессировщица,64
6607,дриада,3
6608,дриблинг,7
6609,дрифтер,6
6610,дробилка,55
6611,дробильщик,26
6612,дробление,42
6613,дробленка,109
6614,дробница,32
6615,дробность,35
6616,дробовик,19
6617,дровозаготовка,155
6618,дровосека,87
6619,дровосушня,29
6620,дрога,9
6621,дрожание,42
6622,дрожечник,37
6623,дрожжевание,96
6624,дрожина,29
6625,дрожь,3
6626,дрозд,0
6627,дрозденок,38
6628,дрозофила,34
6629,дрок,2
6630,дромадер,20
6631,дромедар,20
6632,дросселирование,242
6633,дроссель,22
6634,дротик,16
6635,дрофа,6
6636,дрофенок,28
6637,друг,0
6638,дружба,12
6639,дружелюбие,17
6640,дружелюбность,186
6641,дружественность,182
6642,дружина,19
6643,дружинник,8
6644,дружинница,26
6645,дружность,36
6646,друз,1
6647,друза,10
6648,друид,0
6649,друидизм,5
6650,дряблость,38
6651,дрянность,27
6652,дряхлость,33
6653,дуайен,2
6654,дуалист,13
6655,дубильщик,8
6656,дубитель,20
6657,дубление,11
6658,дубленка,36
6659,дублер,7
6660,дублет,6
6661,дубликат,32
6662,дублирование,186
6663,дублон,9
6664,дубль,2
6665,дубляж,5
6666,дубняк,5
6667,дубовик,7
6668,дубонос,11
6669,дубрава,18
6670,дубравушка,52
6671,дубровка,50
6672,дубье,0
6673,дувал,3
6674,дуга,1
6675,дудение,1
6676,дудка,1
6677,дудник,1
6678,дудочник,11
6679,дудук,0
6680,дужка,3
6681,дукат,3
6682,дуло,3
6683,дульцинея,11
6684,думпер,5
6685,думпкар,25
6686,дунганин,6
6687,дунганка,13
6688,дунит,3
6689,дуновение,15
6690,дунст,5
6691,дуодецима,12
6692,дупель,4
6693,дуплекс,16
6694,дуплет,4
6695,дупликация,39
6696,дупло,6
6697,дуранда,12
6698,дурачество,104
6699,дуриан,13
6700,дурман,11
6701,дурра,5
6702,дуршлаг,23
6703,дуст,2
6704,дутар,10
6705,дутарист,35
6706,дутыш,2
6707,дутье,0
6708,дух,0
6709,духан,5
6710,духанщик,13
6711,духанщица,10
6712,духобор,8
6713,духоборец,18
6714,духоборка,49
6715,духоборство,62
6716,духоборчество,113
6717,духовенство,55
6718,духовка,15
6719,духовник,20
6720,духовность,36
6721,духота,10
6722,душ,0
6723,душа,2
6724,душевая,10
6725,душевность,58
6726,душегрейка,39
6727,душистость,20
6728,душица,3
6729,дуэль,0
6730,дуэлянт,6
6731,дуэт,0
6732,дыба,1
6733,дым,0
6734,дымаппаратура,44
6735,дымарь,6
6736,дымзавеса,25
6737,дымность,20
6738,дымогенератор,147
6739,дымоотвод,10
6740,дымопровод,15
6741,дымосос,7
6742,дымоуловитель,79
6743,дымоход,5
6744,дымчатость,30
6745,дыня,1
6746,дыра,3
6747,дырокол,13
6748,дыхальце,6
6749,дыхание,8
6750,дышло,1
6751,дьявольщина,44
6752,дьякон,7
6753,дьяконство,47
6754,дюбек,2
6755,дюгонь,6
6756,дюжина,6
6757,дюза,2
6758,дюйм,0
6759,дюймовка,19
6760,дюкер,5
6761,дюна,1
6762,дюноход,3
6763,дюраль,8
6764,дюралюминий,28
6765,дюшес,0
6766,дягиль,3
6767,дягильник,13
6768,дядя,1
6769,дятел,5
6770,евангелик,41
6771,евангелистка,217
6772,евангеличка,85
6773,евгеника,16
6774,еврей,4
6775,еврейка,18
6776,евровидение,34
6777,европеец,9
6778,европеизация,55
6779,европеизм,28
6780,европейка,49
6781,европеоид,17
6782,европий,13
6783,евхаристия,52
6784,егермейстер,11
6785,егерь,2
6786,египтолог,22
6787,египтология,33
6788,египтянин,5
6789,египтянка,38
6790,еда,1
6791,единение,0
6792,единичное,5
6793,единичность,42
6794,единобожие,15
6795,единоборец,31
6796,единоборство,137
6797,единобрачие,68
6798,единоверец,34
6799,единоверие,30
6800,единоверка,123
6801,единовластие,208
6802,единовременность,259
6803,единогласие,87
6804,единодушие,11
6805,единоличник,34
6806,единоличница,40
6807,единоличность,105
6808,единомыслие,50
6809,единомышленник,67
6810,единомышленница,92
6811,единонаследие,80
6812,единоначалие,43
6813,единоначальник,143
6814,единообразие,110
6815,единообразность,348
6816,единоплеменник,78
6817,единоплеменница,131
6818,единосущность,66
6819,единственное,62
6820,единственность,89
6821,единство,44
6822,едкость,21
6823,едок,2
6824,ежевика,5
6825,ежевичник,4
6826,ежегодник,23
6827,ежедневное,7
6828,ежедневность,48
6829,ежемесячник,16
6830,ежеминутность,77
6831,еженедельник,22
6832,езда,3
6833,ездок,3
6834,екание,3
6835,ектенья,3
6836,елей,1
6837,елейность,41
6838,елец,0
6839,елка,2
6840,ель,0
6841,ельник,9
6842,емкость,24
6843,ендова,11
6844,енот,0
6845,епанча,4
6846,епархия,12
6847,епископ,10
6848,епископство,80
6849,епитимья,7
6850,епитрахиль,49
6851,ер,0
6852,ересиарх,8
6853,ермолка,34
6854,ерник,4
6855,ерь,1
6856,есаул,3
6857,естественность,36
6858,естество,15
6859,естествовед,24
6860,естествоведение,73
6861,естествознание,151
6862,естествоиспытатель,212
6863,естествоиспытательница,669
6864,ефимок,3
6865,ефрейтор,12
6866,ехидность,35
6867,ехидство,30
6868,жабник,4
6869,жабрей,8
6870,жавель,5
6871,жаворонок,32
6872,жад,1
6873,жадеит,5
6874,жадность,23
6875,жажда,2
6876,жакан,2
6877,жакет,1
6878,жалейка,9
6879,жалейщик,17
6880,жало,1
6881,жалоба,3
6882,жалобность,50
6883,жалость,14
6884,жандарм,14
6885,жандармерия,70
6886,жанр,2
6887,жанрист,22
6888,жар,1
6889,жара,2
6890,жаргон,16
6891,жаргонизм,66
6892,жарение,6
6893,жаркое,11
6894,жаровня,14
6895,жаровыносливость,233
6896,жарок,8
6897,жаропрочность,95
6898,жаростойкость,101
6899,жасмин,5
6900,жатва,3
6901,жатка,1
6902,жбан,0
6903,жвачка,2
6904,жгут,1
6905,жгучесть,11
6906,жевание,8
6907,жезл,0
6908,желаемое,6
6909,желание,7
